"DEMO_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","BGR","Bulgaria","2021","2021",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","BFA","Burkina Faso","2021","2021",4.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","BDI","Burundi","2021","2021",5.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KHM","Cambodia","2021","2021",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CMR","Cameroon","2021","2021",4.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CPV","Cabo Verde","2021","2021",1.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CAF","Central African Republic","2021","2021",6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TCD","Chad","2021","2021",6.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CHL","Chile","2021","2021",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CHN","China","2021","2021",1.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","COL","Colombia","2021","2021",1.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","COM","Comoros","2021","2021",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","COG","Congo","2021","2021",4.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CRI","Costa Rica","2021","2021",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CIV","Côte d'Ivoire","2021","2021",4.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HRV","Croatia","2021","2021",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CUB","Cuba","2021","2021",1.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CYP","Cyprus","2021","2021",1.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRK","Democratic People's Republic of Korea","2021","2021",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","COD","Democratic Republic of the Congo","2021","2021",6.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DJI","Djibouti","2021","2021",2.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DMA","Dominica","2021","2021",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","DOM","Dominican Republic","2021","2021",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ECU","Ecuador","2021","2021",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","EGY","Egypt","2021","2021",2.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLV","El Salvador","2021","2021",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GNQ","Equatorial Guinea","2021","2021",4.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ERI","Eritrea","2021","2021",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","EST","Estonia","2021","2021",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ETH","Ethiopia","2021","2021",4.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FJI","Fiji","2021","2021",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PYF","French Polynesia","2021","2021",1.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GAB","Gabon","2021","2021",3.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GMB","Gambia","2021","2021",4.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GEO","Georgia","2021","2021",2.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GHA","Ghana","2021","2021",3.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRL","Greenland","2021","2021",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GRD","Grenada","2021","2021",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GUM","Guam","2021","2021",2.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GTM","Guatemala","2021","2021",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GIN","Guinea","2021","2021",4.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GNB","Guinea-Bissau","2021","2021",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","GUY","Guyana","2021","2021",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HTI","Haiti","2021","2021",2.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HND","Honduras","2021","2021",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","HKG","China, Hong Kong Special Administrative Region","2021","2021",0.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IND","India","2021","2021",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IDN","Indonesia","2021","2021",2.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRN","Iran (Islamic Republic of)","2021","2021",1.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","IRQ","Iraq","2021","2021",3.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ISR","Israel","2021","2021",3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JAM","Jamaica","2021","2021",1.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","JOR","Jordan","2021","2021",2.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KAZ","Kazakhstan","2021","2021",3.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KEN","Kenya","2021","2021",3.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KIR","Kiribati","2021","2021",3.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KWT","Kuwait","2021","2021",2.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","KGZ","Kyrgyzstan","2021","2021",2.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LAO","Lao People's Democratic Republic","2021","2021",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LVA","Latvia","2021","2021",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LBN","Lebanon","2021","2021",2.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LSO","Lesotho","2021","2021",3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LBR","Liberia","2021","2021",4.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LBY","Libya","2021","2021",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LIE","Liechtenstein","2021","2021",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","LTU","Lithuania","2021","2021",1.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MKD","North Macedonia","2021","2021",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MDG","Madagascar","2021","2021",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MWI","Malawi","2021","2021",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MYS","Malaysia","2021","2021",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MDV","Maldives","2021","2021",1.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MLI","Mali","2021","2021",6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MLT","Malta","2021","2021",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MHL","Marshall Islands","2021","2021",2.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MRT","Mauritania","2021","2021",4.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MUS","Mauritius","2021","2021",1.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","FSM","Micronesia (Federated States of)","2021","2021",2.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MDA","Republic of Moldova","2021","2021",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MNG","Mongolia","2021","2021",2.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAR","Morocco","2021","2021",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MOZ","Mozambique","2021","2021",4.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MMR","Myanmar","2021","2021",2.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NAM","Namibia","2021","2021",3.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NPL","Nepal","2021","2021",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NCL","New Caledonia","2021","2021",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NIC","Nicaragua","2021","2021",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NER","Niger","2021","2021",6.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","NGA","Nigeria","2021","2021",5.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","OMN","Oman","2021","2021",2.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PAK","Pakistan","2021","2021",3.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PAN","Panama","2021","2021",2.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PNG","Papua New Guinea","2021","2021",3.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRY","Paraguay","2021","2021",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PER","Peru","2021","2021",2.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","PRI","Puerto Rico","2021","2021",0.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RUS","Russian Federation","2021","2021",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","RWA","Rwanda","2021","2021",3.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VCT","Saint Vincent and the Grenadines","2021","2021",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","WSM","Samoa","2021","2021",3.9,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SAU","Saudi Arabia","2021","2021",2.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYC","Seychelles","2021","2021",2.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLE","Sierra Leone","2021","2021",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SGP","Singapore","2021","2021",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SLB","Solomon Islands","2021","2021",4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SDN","Sudan","2021","2021",4.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SYR","Syrian Arab Republic","2021","2021",2.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TLS","Timor-Leste","2021","2021",3.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","TGO","Togo","2021","2021",4.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","URY","Uruguay","2021","2021",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","UZB","Uzbekistan","2021","2021",3.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VUT","Vanuatu","2021","2021",3.7,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VEN","Venezuela (Bolivarian Republic of)","2021","2021",2.2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","VIR","United States Virgin Islands","2021","2021",2,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","YEM","Yemen","2021","2021",3.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZMB","Zambia","2021","2021",4.3,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","ZWE","Zimbabwe","2021","2021",3.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAC","China, Macao Special Administrative Region","2021","2021",1.1,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SRB","Serbia","2021","2021",1.5,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MNE","Montenegro","2021","2021",1.8,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","CUW","Curaçao","2021","2021",1.4,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","SXM","Sint Maarten (Dutch part)","2021","2021",1.6,,
"SP_DYN_TFRT_IN","Fertility rate, total (births per woman)","MAF","Saint-Martin (French part)","2021","2021",2.4,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUS","Australia","2021","2021",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AUT","Austria","2021","2021",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BEL","Belgium","2021","2021",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CAN","Canada","2021","2021",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CZE","Czechia","2021","2021",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DNK","Denmark","2021","2021",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FIN","Finland","2021","2021",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FRA","France","2021","2021",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DEU","Germany","2021","2021",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GRC","Greece","2021","2021",80,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HUN","Hungary","2021","2021",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ISL","Iceland","2021","2021",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IRL","Ireland","2021","2021",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ITA","Italy","2021","2021",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","JPN","Japan","2021","2021",84,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","KOR","Republic of Korea","2021","2021",84,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","LUX","Luxembourg","2021","2021",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MEX","Mexico","2021","2021",70,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NLD","Netherlands","2021","2021",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NZL","New Zealand","2021","2021",82,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","NOR","Norway","2021","2021",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","POL","Poland","2021","2021",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","PRT","Portugal","2021","2021",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SVK","Slovakia","2021","2021",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AFG","Afghanistan","2021","2021",62,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ALB","Albania","2021","2021",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DZA","Algeria","2021","2021",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AGO","Angola","2021","2021",62,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ATG","Antigua and Barbuda","2021","2021",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ARG","Argentina","2021","2021",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ARM","Armenia","2021","2021",72,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ABW","Aruba","2021","2021",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","AZE","Azerbaijan","2021","2021",69,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BHS","Bahamas","2021","2021",72,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BHR","Bahrain","2021","2021",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BGD","Bangladesh","2021","2021",72,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BRB","Barbados","2021","2021",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BLZ","Belize","2021","2021",70,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BEN","Benin","2021","2021",60,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BMU","Bermuda","2021","2021",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BTN","Bhutan","2021","2021",72,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BOL","Bolivia (Plurinational State of)","2021","2021",64,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BIH","Bosnia and Herzegovina","2021","2021",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BWA","Botswana","2021","2021",61,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BRA","Brazil","2021","2021",73,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BRN","Brunei Darussalam","2021","2021",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BGR","Bulgaria","2021","2021",72,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BFA","Burkina Faso","2021","2021",59,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","BDI","Burundi","2021","2021",62,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","KHM","Cambodia","2021","2021",70,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CMR","Cameroon","2021","2021",60,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CPV","Cabo Verde","2021","2021",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CAF","Central African Republic","2021","2021",54,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","TCD","Chad","2021","2021",53,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CHL","Chile","2021","2021",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CHN","China","2021","2021",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","COL","Colombia","2021","2021",73,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","COM","Comoros","2021","2021",63,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","COG","Congo","2021","2021",64,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CRI","Costa Rica","2021","2021",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CIV","Côte d'Ivoire","2021","2021",59,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HRV","Croatia","2021","2021",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CUB","Cuba","2021","2021",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CYP","Cyprus","2021","2021",81,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","PRK","Democratic People's Republic of Korea","2021","2021",73,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","COD","Democratic Republic of the Congo","2021","2021",59,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DJI","Djibouti","2021","2021",62,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DMA","Dominica","2021","2021",73,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","DOM","Dominican Republic","2021","2021",73,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ECU","Ecuador","2021","2021",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","EGY","Egypt","2021","2021",70,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SLV","El Salvador","2021","2021",71,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GNQ","Equatorial Guinea","2021","2021",61,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ERI","Eritrea","2021","2021",67,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","EST","Estonia","2021","2021",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ETH","Ethiopia","2021","2021",65,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FRO","Faeroe Islands","2021","2021",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","FJI","Fiji","2021","2021",67,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","PYF","French Polynesia","2021","2021",79,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GAB","Gabon","2021","2021",66,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GMB","Gambia","2021","2021",62,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GEO","Georgia","2021","2021",72,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GHA","Ghana","2021","2021",64,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GRL","Greenland","2021","2021",71,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GRD","Grenada","2021","2021",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GUM","Guam","2021","2021",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GTM","Guatemala","2021","2021",69,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GIN","Guinea","2021","2021",59,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GNB","Guinea-Bissau","2021","2021",60,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","GUY","Guyana","2021","2021",66,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HTI","Haiti","2021","2021",63,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HND","Honduras","2021","2021",70,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","HKG","China, Hong Kong Special Administrative Region","2021","2021",85,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IND","India","2021","2021",67,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IDN","Indonesia","2021","2021",68,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IRN","Iran (Islamic Republic of)","2021","2021",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","IRQ","Iraq","2021","2021",70,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","ISR","Israel","2021","2021",83,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","JAM","Jamaica","2021","2021",71,,
